plot_label	plot_universe_id	corpus_database_id	name	record_kind	inventory_status	current_scope_roles	plot_relevance_field	plot_relevance_value	access_status	host	landing_url	raw_url	existing_local_paths	result_fields_available	has_d_or_convertible_effect	has_n	has_replication_pair_mapping	result_artifact_acquisition_state	acquisition_route_type	acceptable_result_artifact_classes	target_local_root	priority	blocker_codes	next_action	notes	last_seen
figure1	plot1_replication_pairs	domain_search_osf_08793226b32b	Sample size and replication: A census using the Reproducibility Project Psychology	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/dn3fk/			unknown; search metadata only	yes	yes	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/dn3fk	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	domain_search_osf_346003e74a16	Rollout Design Replication Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/rkqab/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/rkqab	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	domain_search_osf_523739d259cc	Management Science Reproducibility Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/mjqg5/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/mjqg5	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	domain_search_osf_c323503b01ad	Experimental Economics Replication Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/bzm54/			unknown; search metadata only	yes	unknown	yes	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/bzm54	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	lead_border_2019	Border 2019 candidate gene replication	replication_project	stage_only	figure1_candidate	figure1_replication_relevance	yes		psychiatry online	https://psychiatryonline.org/doi/10.1176/appi.ajp.2018.18070881	http://matthewckeller.com/publications/Border_AJP_2019.pdf		non_d_summary	yes		yes	needs_result_bearing_artifact_on_disk	direct_download_or_api_snapshot	downloaded database export | API JSON snapshot | raw table | archive	data/raw/source_artifacts/figure1/border_2019	medium	no_local_result_artifact	run_direct_download_or_api_snapshot_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	lead_media_priming_2017	Media priming direct replication	replication_project	stage_only	figure1_candidate	figure1_replication_relevance	yes		harvard dataverse	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ECGADO	https://dataverse.harvard.edu/api/access/datafile/:persistentId?persistentId=doi:10.7910/DVN/ECGADO/DSUNVR		unknown	unknown		yes	needs_result_bearing_artifact_on_disk	direct_download_or_api_snapshot	downloaded database export | API JSON snapshot | raw table | archive	data/raw/source_artifacts/figure1/media_priming_2017	medium	no_local_result_artifact	run_direct_download_or_api_snapshot_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	lead_mullinix_2015	Mullinix Leeper Druckman Freese 2015	replication_project	stage_only	figure1_candidate	figure1_replication_relevance	yes		harvard dataverse	https://dataverse.harvard.edu/dataverse/psrm			non_d_summary	yes		yes	needs_result_bearing_artifact_on_disk	dataverse_inventory_and_download	Dataverse dataset metadata | tabular file | package ZIP | codebook | replication package member	data/raw/source_artifacts/figure1/mullinix_2015	medium	no_local_result_artifact	run_dataverse_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_datacite_49aef5283da3	Replication Study: Women’s Participation in Student Software Teams	candidate_repository_package	discovered_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	figshare.com	https://figshare.com/articles/dataset/Primary_data_and_results/31971444/2 | https://figshare.com/articles/dataset/Primary_data_and_results/31971444			unknown; search metadata only	unknown	unknown	yes	needs_result_bearing_artifact_on_disk	figshare_record_file_download	Figshare article metadata | public files | collection files	data/raw/source_artifacts/figure1/10_6084_m9_figshare_31971444_v2_10_6084_m9_figshare_31971444	high	no_local_result_artifact	run_figshare_record_file_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_datacite_6abf8205297e	Combining specific task-oriented training with manual therapy to improve balance and mobility in patients after stroke: a mixed methods pilot randomised controlled trial	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	tandf.figshare.com	https://tandf.figshare.com/articles/dataset/Combining_specific_task-oriented_training_with_manual_therapy_to_improve_balance_and_mobility_in_patients_after_stroke_a_mixed_methods_pilot_randomised_controlled_trial/22598456/1 | https://tandf.figshare.com/articles/dataset/Combining_specific_task-oriented_training_with_manual_therapy_to_improve_balance_and_mobility_in_patients_after_stroke_a_mixed_methods_pilot_randomised_controlled_trial/22598456			unknown; search metadata only	yes	unknown	unknown	needs_result_bearing_artifact_on_disk	figshare_record_file_download	Figshare article metadata | public files | collection files	data/raw/source_artifacts/figure1/10_6084_m9_figshare_22598456_v1_10_6084_m9_figshare_22598456	high	no_local_result_artifact	run_figshare_record_file_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_datacite_6f6fbb02bbc4	Primary data and results	candidate_repository_package	discovered_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	figshare.com	https://figshare.com/articles/dataset/Primary_data_and_results/31971444/1			unknown; search metadata only	unknown	unknown	yes	needs_result_bearing_artifact_on_disk	figshare_record_file_download	Figshare article metadata | public files | collection files	data/raw/source_artifacts/figure1/10_6084_m9_figshare_31971444_v1	high	no_local_result_artifact	run_figshare_record_file_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
